Traceback (most recent call last):
  File "/Users/dattakambagi/Desktop/App/server.py", line 142, in <module>
[24/Sep/2026 12:48:30] GET /assets/assets/images/explore/golgumbaz_in_tri_color.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:30] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:30] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:30] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 12:48:40] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:40] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 12:48:40] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:44] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:45] GET /assets/assets/images/explore/ibrahim_rouza_by_mashood.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:45] GET /assets/assets/images/explore/ibrahim_rouza_1.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:45] GET /assets/assets/images/monuments/ibrahim_rauza.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:45] GET /assets/assets/images/explore/02_Ibrahim_Rouza_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 12:49:05] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 12:49:05] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:49:05] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 12:49:05] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
